,Player,Team,FG%,3PM,3P%,FTM,FT%,STL,PF,TD3,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,TO Ratio,USG%,PACE,PIE,POSS,DEF RTG,%DREB,STL%,%BLK,OPPPTSOFFTOV,OPPPTSPAINT,DEFWS,%FGA2PT,%PTS2PT MR,%PTSFBPs,%PTSFT,%PTSOffTO,3FGM%AST,3FGM%UAST,FGM%AST,FGM%UAST,C&SFGM,C&SFG%,C&S3P%,DFGA,DFG%,ContestedDREB%,DeferredDREB Chances,AdjustedDREB Chance%,AVG DREBDistance,DriveFGM,DriveFG%,DriveFTM,DriveFT%,DrivePTS%,DrivePASS,DrivePASS%,DriveAST,DriveAST%,DriveTOV%,DrivePF%,ContestedOREB%,DeferredOREB Chances,AdjustedOREB Chance%,AVG OREBDistance,PaintTouches,PaintTouch FGM,PaintTouch FTM,PaintTouch FT%,PaintTouch PTS%,PaintTouch PASS%,PaintTouch AST,PaintTouch AST%,PaintTouch TOV%,PaintTouch PF%,PassesMade,SecondaryAST,ASTToPass%,Pull UpFGM,Pull Up3PM,Pull Up3P%,AvgSpeedOff,AvgSpeedDef,Front CTTouches,AvgDribPerTouch,PTSPerTouch,PTSPerElbow Touch,PTSPerPost Touch,PostTouchFGM,PostTouchFTM,PostTouchFT%,PostTouchPASS%,PostTouchAST,PostTouchAST%,PostTouchTO,PostTouchTOV%,PostTouchPF%
375,Andre Iguodala,MIA,38.3,1.0,33.0,0.4,65.8,0.9,1.4,0,-2.5,15.3,2.12,30.0,3.0,13.4,14.1,10.9,97.82,7.2,2722.0,108.1,20.2,27.7,29.7,8.3,18.0,0.078,26.6,2.2,6.2,9.0,15.3,93.3,6.7,88.4,11.6,0.8,33.1,33.1,1.7,69.2,24.0,0.5,65.1,6.8,0.1,53.3,0.0,100.0,24.0,0.8,70.7,0.2,14.7,5.3,1.3,52.6,0.0,47.5,13.2,1.2,0.2,0.0,100.0,30.8,66.7,0.2,15.4,6.4,0.0,29.3,0.1,7.7,0.2,0.1,30.0,4.41,3.85,15.3,1.93,0.122,0.235,0.296,0.0,0.0,50.0,63.0,0.0,11.1,0.0,3.7,3.7
376,Yuta Watanabe,TOR,43.9,0.7,40.0,0.5,82.8,0.5,1.1,0,-2.7,7.9,2.11,15.9,4.6,17.1,7.5,12.1,101.77,8.9,1533.0,107.8,25.1,18.4,21.8,5.1,13.0,0.055,50.0,3.7,12.8,11.1,13.3,97.2,2.8,79.7,20.3,0.7,41.4,40.0,1.5,59.2,25.2,0.4,65.8,4.9,0.2,34.5,0.2,83.3,41.0,0.8,48.7,0.2,12.8,3.8,7.7,63.9,0.1,52.2,9.0,1.0,0.2,0.1,66.7,51.0,39.2,0.0,2.0,3.9,5.9,14.4,0.2,5.6,0.1,0.0,40.0,5.18,4.19,10.8,0.98,0.229,0.739,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
377,Chandler Hutchison,WAS,37.9,0.3,36.4,0.8,84.0,0.5,1.3,0,-5.2,6.1,0.85,11.3,1.6,19.5,13.2,15.5,107.44,6.1,766.0,112.0,28.9,24.0,13.5,5.5,15.0,0.036,78.6,3.7,9.3,19.7,7.5,100.0,0.0,89.7,10.3,0.4,40.9,36.8,1.6,82.5,15.3,0.4,75.8,4.9,0.4,34.4,0.4,75.0,52.5,0.6,27.1,0.2,6.8,8.5,10.2,50.0,0.0,23.1,6.4,1.2,0.4,0.3,87.5,83.3,13.3,0.0,3.3,0.0,13.3,11.5,0.0,5.9,0.1,0.0,50.0,4.86,4.11,8.8,1.13,0.245,1.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
378,John Konchar,MEM,50.0,0.5,37.5,0.6,83.3,0.7,0.9,0,2.1,11.1,2.61,21.6,5.7,16.1,8.3,12.4,100.85,9.8,1204.0,108.6,23.3,26.3,13.4,4.4,13.3,0.047,59.4,4.3,20.1,13.6,21.7,100.0,0.0,82.6,17.4,0.5,34.5,35.2,1.6,69.1,35.5,0.2,62.4,5.6,0.1,37.5,0.1,75.0,32.1,0.8,58.9,0.1,10.7,3.6,7.1,48.6,0.1,42.2,9.0,1.5,0.6,0.1,100.0,82.5,39.7,0.0,1.6,1.6,1.6,14.8,0.2,7.4,0.1,0.0,100.0,4.77,4.29,10.1,0.99,0.225,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
379,Mike Scott,PHI,36.0,1.0,34.2,0.2,66.7,0.5,1.4,0,-0.2,6.4,2.11,14.5,1.2,12.9,6.9,11.6,101.9,5.0,1806.0,105.9,18.1,15.2,12.8,6.2,16.4,0.073,26.5,3.8,12.2,3.8,7.5,100.0,0.0,92.1,7.9,1.1,34.8,34.9,2.1,74.3,21.1,0.3,69.9,6.6,0.1,40.0,0.0,0.0,45.0,0.1,20.0,0.0,0.0,15.0,5.0,54.5,0.0,44.0,10.9,0.4,0.1,0.0,50.0,61.9,14.3,0.0,0.0,14.3,4.8,18.7,0.1,4.2,0.2,0.0,0.0,4.47,3.87,13.6,0.48,0.176,0.25,0.889,0.1,0.0,100.0,22.2,0.0,0.0,0.0,0.0,11.1
380,Lamar Stevens,CLE,45.6,0.1,16.0,0.9,72.5,0.4,1.3,0,-10.4,7.9,1.09,12.0,4.4,14.5,11.1,15.2,100.57,7.2,1042.0,110.5,22.5,21.3,20.3,4.6,12.3,0.038,81.6,15.8,11.5,22.4,24.2,100.0,0.0,67.7,32.3,0.2,24.1,17.4,1.6,63.5,27.8,0.3,67.3,5.2,0.3,35.3,0.2,64.3,47.2,0.6,34.7,0.0,1.4,5.6,9.7,58.3,0.1,41.4,7.7,1.1,0.4,0.2,90.0,92.9,26.2,0.0,2.4,2.4,11.9,11.7,0.2,5.3,0.3,0.0,0.0,4.52,4.07,9.2,1.07,0.247,1.0,0.857,0.1,0.1,100.0,28.6,0.0,14.3,0.0,0.0,14.3
381,Kevon Looney,GSW,54.8,0.1,23.5,0.5,64.6,0.3,2.2,0,6.0,13.2,3.22,31.7,9.8,16.5,9.9,9.2,102.37,8.0,2467.0,106.1,24.4,10.7,20.8,7.1,17.7,0.081,91.4,8.0,0.8,12.3,16.3,100.0,0.0,64.8,35.2,0.1,27.3,23.5,3.4,58.1,46.8,0.8,63.1,4.9,0.2,58.8,0.0,100.0,71.0,0.2,32.3,0.0,6.5,6.5,3.2,76.1,0.1,54.7,5.1,3.4,1.0,0.2,47.6,63.3,37.6,0.3,8.1,3.8,4.3,25.2,0.2,7.7,0.1,0.0,0.0,4.34,3.82,19.1,0.55,0.138,0.328,0.282,0.2,0.0,0.0,63.4,0.1,12.7,0.0,4.2,0.0
382,Nico Mannion,GSW,34.2,0.7,36.7,0.8,82.1,0.5,1.0,0,-9.4,27.0,2.26,30.7,1.6,10.7,13.6,18.6,102.55,7.5,776.0,111.9,16.3,24.6,2.9,5.3,14.7,0.031,47.4,3.3,15.4,18.7,15.4,72.7,27.3,56.4,43.6,0.4,31.4,31.4,0.6,70.6,2.5,0.3,71.4,7.7,0.3,28.1,0.5,93.8,27.4,2.4,58.1,0.5,12.9,7.3,6.5,0.0,0.0,54.5,14.8,0.2,0.0,0.0,0.0,0.0,83.3,0.0,16.7,0.0,0.0,22.0,0.4,10.6,0.5,0.3,45.5,4.81,4.2,11.4,4.34,0.146,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,DaQuan Jeffries,SAS,41.7,0.6,29.9,0.2,87.5,0.5,1.5,0,-4.5,5.9,1.57,13.8,3.6,10.3,8.8,11.4,104.76,4.5,1072.0,113.4,14.9,21.7,22.7,5.9,15.9,0.035,44.2,6.3,12.6,5.6,5.5,95.0,5.0,74.0,26.0,0.6,31.0,31.0,1.4,72.1,17.3,0.2,67.5,8.3,0.3,47.6,0.1,100.0,62.9,0.3,22.9,0.0,0.0,5.7,2.9,47.4,0.0,45.2,12.1,0.7,0.3,0.0,100.0,77.3,27.3,0.0,4.5,0.0,4.5,11.6,0.1,6.1,0.2,0.1,22.2,4.7,3.9,10.0,0.86,0.248,0.462,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,Josh Hall,OKC,30.3,0.2,10.8,1.0,50.0,0.2,1.8,0,-13.2,11.8,1.12,16.3,1.6,15.1,14.5,17.4,104.93,1.5,733.0,113.9,20.8,9.1,2.9,6.8,15.4,0.033,62.6,4.7,11.6,25.5,19.8,100.0,0.0,53.3,46.7,0.3,19.4,10.0,1.5,75.0,17.0,0.6,88.3,10.2,0.6,31.6,0.5,55.0,49.3,0.8,23.9,0.2,5.6,4.2,14.1,66.7,0.0,31.6,24.8,0.5,0.1,0.0,0.0,70.0,40.0,0.0,0.0,10.0,0.0,12.2,0.0,10.9,0.2,0.0,20.0,4.73,3.96,10.4,1.68,0.216,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,Jordan Bone,ORL,42.6,0.7,31.3,0.0,0.0,0.1,0.8,0,-14.3,14.3,6.0,24.0,1.8,10.2,4.0,12.1,101.46,6.7,414.0,112.6,14.4,9.5,0.0,5.2,13.6,0.034,40.7,25.0,8.9,0.0,10.7,50.0,50.0,30.4,69.6,0.4,26.1,23.8,0.8,63.6,15.0,0.1,74.1,10.5,0.3,100.0,0.0,0.0,72.7,0.5,63.6,0.1,18.2,0.0,0.0,0.0,0.0,66.7,18.0,0.1,0.1,0.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,15.8,0.1,8.1,0.9,0.4,45.5,4.54,3.89,8.2,4.44,0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,Cody Martin,CHA,44.1,0.3,27.6,0.5,58.1,0.7,1.0,0,1.0,13.8,2.15,25.9,5.9,12.6,12.0,12.3,100.16,7.3,1762.0,108.1,19.2,24.2,14.5,5.5,15.8,0.061,69.1,5.8,18.8,12.1,24.6,87.5,12.5,65.1,34.9,0.3,23.7,26.4,1.9,70.0,18.3,0.4,63.4,7.4,0.3,42.1,0.2,50.0,36.8,0.9,43.0,0.2,10.5,12.3,8.8,65.4,0.0,53.1,8.1,1.1,0.2,0.1,66.7,50.9,45.5,0.1,10.9,5.5,5.5,17.1,0.2,9.7,0.2,0.0,50.0,4.83,4.28,13.5,1.48,0.177,0.625,1.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
387,Matisse Thybulle,PHI,42.0,0.7,30.1,0.1,44.4,1.6,2.0,0,4.6,6.4,1.97,18.3,2.3,7.0,9.3,9.0,101.86,5.3,2741.0,104.7,10.2,40.7,36.6,7.1,19.0,0.095,41.2,0.8,24.7,3.1,23.1,100.0,0.0,80.4,19.6,0.6,29.9,30.1,1.3,61.6,20.2,0.3,65.3,10.1,0.2,38.5,0.0,100.0,41.5,0.6,43.9,0.1,9.8,7.3,1.2,43.3,0.0,58.8,10.0,0.8,0.3,0.0,50.0,83.0,35.8,0.1,7.5,3.8,5.7,15.2,0.1,6.4,0.1,0.0,33.3,4.36,4.21,12.2,0.74,0.197,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,Brodric Thomas,CLE,36.1,0.5,27.1,1.0,67.4,0.5,1.3,0,-4.5,11.5,1.36,16.6,1.9,10.7,12.2,15.8,100.74,5.2,833.0,108.1,16.0,26.3,27.8,4.2,13.4,0.047,45.4,6.4,15.2,24.8,26.4,81.3,18.8,61.5,38.5,0.4,29.8,28.3,2.0,57.8,31.1,0.1,75.0,6.7,0.2,41.7,0.4,72.2,42.9,0.8,46.4,0.3,14.3,10.7,16.1,62.5,0.0,38.1,10.2,0.6,0.3,0.1,100.0,100.0,36.8,0.1,10.5,0.0,5.3,12.7,0.2,7.4,0.2,0.1,23.1,4.37,4.11,9.9,2.75,0.217,0.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,P.J. Tucker,MIL,37.3,0.8,33.6,0.4,75.0,0.8,2.4,0,-5.5,5.7,1.53,21.0,3.5,11.3,13.7,7.2,101.99,3.4,2871.0,114.7,16.6,18.3,14.8,8.9,26.6,0.045,32.8,2.1,8.3,10.9,15.0,100.0,0.0,92.4,7.6,0.8,33.3,32.2,2.2,71.7,25.5,0.6,63.2,7.2,0.1,41.7,0.1,83.3,46.9,0.3,43.8,0.0,6.3,9.4,9.4,43.1,0.1,39.5,11.5,1.1,0.3,0.0,100.0,47.5,47.5,0.2,13.6,6.8,1.7,19.8,0.2,5.9,0.0,0.0,0.0,4.19,3.97,12.2,0.49,0.153,0.4,0.0,0.0,0.0,0.0,80.0,0.0,40.0,0.0,0.0,0.0
390,Romeo Langford,BOS,35.6,0.3,27.8,0.5,75.0,0.3,1.3,0,-10.1,6.9,1.3,14.9,4.0,7.7,11.5,11.1,100.75,3.0,590.0,108.2,11.1,19.4,12.2,6.2,15.2,0.058,69.5,0.0,19.6,16.1,7.1,100.0,0.0,52.4,47.6,0.2,17.6,20.0,0.9,58.8,13.0,0.1,62.2,8.2,0.2,17.6,0.1,50.0,25.8,0.6,32.3,0.1,6.5,6.5,3.2,58.3,0.0,54.5,5.0,1.1,0.3,0.1,50.0,70.0,35.0,0.0,0.0,5.0,10.0,9.9,0.1,7.3,0.1,0.1,66.7,4.47,4.09,10.1,1.32,0.215,0.5,0.333,0.0,0.1,50.0,33.3,0.0,0.0,0.0,0.0,33.3
391,Gary Clark,PHI,30.3,0.8,28.7,0.2,80.0,0.3,0.9,0,-7.7,6.4,1.82,16.8,4.4,12.5,9.2,9.7,101.25,4.4,1377.0,111.7,17.2,14.8,11.3,6.4,16.4,0.044,18.2,0.0,5.0,6.7,16.8,100.0,0.0,92.5,7.5,0.8,28.6,29.1,2.4,71.0,15.9,0.4,73.9,6.1,0.0,20.0,0.1,75.0,40.0,0.2,53.3,0.0,6.7,0.0,13.3,60.6,0.2,48.5,8.4,1.0,0.2,0.0,0.0,30.8,66.7,0.2,15.4,7.7,0.0,19.8,0.1,4.0,0.0,0.0,20.0,4.54,4.04,11.0,0.34,0.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,Nicolo Melli,DAL,32.6,0.5,27.1,0.4,76.0,0.3,1.3,0,1.1,10.8,3.67,21.2,4.6,16.6,5.8,12.3,96.87,6.4,1148.0,105.2,23.3,16.9,7.9,3.6,11.0,0.056,39.7,7.5,4.5,14.2,14.9,100.0,0.0,73.9,26.1,0.6,30.2,27.5,1.6,59.7,18.3,0.3,71.0,5.2,0.1,30.0,0.1,100.0,31.4,0.4,57.1,0.1,17.1,5.7,5.7,65.5,0.0,42.6,5.7,1.2,0.2,0.1,66.7,35.8,49.1,0.2,13.2,1.9,5.7,15.7,0.2,6.2,0.2,0.0,20.0,4.7,4.03,10.9,0.7,0.15,0.364,0.444,0.1,0.0,0.0,38.9,0.0,11.1,0.0,5.6,5.6
393,Matthew Dellavedova,CLE,25.0,0.3,16.0,0.3,100.0,0.3,1.6,0,-3.1,33.7,9.67,47.5,2.9,8.5,4.9,12.5,100.13,5.2,466.0,111.9,12.1,12.5,5.0,5.4,17.4,0.045,55.4,0.0,0.0,11.1,11.1,75.0,25.0,50.0,50.0,0.2,17.6,17.6,1.1,71.4,22.2,0.2,69.2,9.0,0.5,29.2,0.2,100.0,35.6,1.5,44.4,0.4,11.1,0.0,2.2,83.3,0.0,60.0,7.7,0.6,0.2,0.0,0.0,50.0,50.0,0.0,0.0,12.5,0.0,35.3,0.4,12.6,0.2,0.1,12.5,4.66,3.71,16.5,4.45,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,KZ Okpala,MIA,37.5,0.3,24.0,0.2,53.3,0.3,1.6,0,-6.8,6.0,1.27,14.0,4.7,10.4,11.0,11.5,98.48,2.4,915.0,109.7,15.2,14.9,28.9,3.8,10.6,0.039,47.9,2.2,9.8,8.7,19.6,100.0,0.0,77.8,22.2,0.3,20.8,21.3,1.5,64.3,21.3,0.1,60.3,8.3,0.2,56.3,0.1,75.0,47.8,0.6,45.7,0.1,8.7,10.9,4.3,57.1,0.0,51.2,11.1,0.8,0.1,0.0,50.0,16.1,51.6,0.0,0.0,9.7,3.2,8.1,0.1,6.4,0.1,0.1,66.7,4.54,4.1,7.2,1.03,0.215,0.267,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
395,Wes Iwundu,NOP,33.3,0.1,12.2,0.6,83.9,0.4,1.2,0,-6.6,4.5,0.95,11.8,2.5,13.0,12.5,10.3,102.91,3.5,1147.0,110.1,19.1,18.3,6.7,5.5,12.5,0.041,59.8,2.0,34.3,26.2,13.1,100.0,0.0,85.3,14.7,0.1,12.8,13.2,1.3,63.5,18.7,0.2,70.8,5.6,0.2,29.2,0.2,100.0,43.6,0.4,32.7,0.0,3.6,14.5,7.3,46.7,0.0,42.9,9.6,0.7,0.1,0.0,100.0,40.0,33.3,0.0,3.3,16.7,3.3,10.7,0.1,4.1,0.0,0.0,0.0,4.79,4.19,7.4,1.19,0.168,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,Ed Davis,MIN,43.2,0.0,0.0,0.4,83.3,0.6,2.4,0,-7.6,10.0,3.0,26.9,12.7,23.5,9.0,7.8,101.24,7.9,631.0,109.0,32.7,23.2,34.2,4.3,11.5,0.044,100.0,0.0,0.0,20.8,14.6,0.0,0.0,36.8,63.2,0.0,0.0,0.0,3.0,61.8,30.4,0.6,69.0,4.7,0.0,33.3,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,58.7,0.0,46.5,6.9,3.0,0.7,0.2,83.3,52.9,41.4,0.3,8.6,1.4,4.3,22.2,0.2,4.1,0.0,0.0,0.0,4.5,3.9,13.8,0.54,0.084,0.281,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
